176,815
3713,9465
7701,8603
878,4415
5820,9919
739,3211
1788,6074
395,5296
2997,5068
399,5933
6964,7098
128,7980
6141,6787
233,4814
176,4158
5625,6031
5196,6986
3830,5245
5142,9020
3229,8859
5259,5885
2196,5276
176,4576
6950,7243
739,5417
3763,5886
2080,4415
2338,2599
8352,8604
641,3354
5186,7218
840,1376
3147,6636
739,8817
667,6926
6692,8810
3653,4851
381,8367
3407,3775
3446,8911
5112,10289
1328,8084
4374,9236
5152,5826
2068,9919
7731,8095
417,5608
1226,3111
8164,9077
1798,2353
366,3040
1327,2995
1323,2977
7694,7924
5667,8367
4496,4925
5684,8441
1471,3770
895,6461
1292,1386
176,4065
1775,8859
6505,6943
3462,4003
3387,6915
4374,10094
645,1924
4110,5386
4110,4672
4806,6753
6054,8154
6034,7909
1334,1887
745,4329
7718,8241
8823,9499
2928,5049
3724,9997
4590,8460
1783,2150
695,6638
3560,3783
9467,9631
1226,4248
5544,9050
1327,6074
488,5152
2986,2999
3579,4984
4984,8349
3526,10181
860,3713
2327,4519
8403,9526
1171,2483
2465,4906
3806,6317
2622,5632
4836,6963
965,3198
810,8157
5287,6917
7806,9051
4374,9206
9202,10227
7554,8270
6058,6714
5020,5450
8194,8269
7393,9093
6435,7898
4512,5199
2340,2534
5906,7390
2348,4374
1503,1894
3394,4559
176,9936
4480,5506
393,4500
2622,6157
8796,9188
2554,4496
3867,6959
5440,6405
687,8309
1165,2599
1886,8973
3874,4904
4252,4669
2707,8859
295,5320
667,1408
1115,2033
2081,3096
3401,9203
606,10085
315,2327
3561,5351
3582,4447
2970,10140
9153,9679
2999,4539
5379,5705
3266,4815
1572,3927
2722,4069
2101,5241
4520,4708
2407,2771
4622,5151
449,1190
3320,4889
856,3198
967,8234
2499,9403
2521,3498
1510,3334
6712,9574
4062,8839
550,1894
6566,7454
2340,6074
5241,7634
8058,8859
9134,9526
105,2521
4843,4859
4507,5247
9785,9997
1824,2651
961,5152
2830,5163
2443,2873
2624,4490
2977,3339
8378,10297
4997,5799
2955,8362
3801,9533
2085,6842
4902,5222
3693,4109
2786,4121
1742,6728
739,2835
8716,8817
294,5700
619,6753
9869,9986
645,6739
739,1388
7098,9032
3775,6728
6073,7134
1386,1686
90,6917
1348,1417
602,3056
3754,8385
28,8967
4964,6080
3579,7334
5850,8259
1226,9439
6105,6748
5906,7363
645,4450
7065,7437
2187,2633
2363,3114
4362,7989
5259,6015
3394,8270
2928,7099
5126,7895
1876,4216
8864,9754
176,1396
2832,4902
1226,1904
485,6243
6261,7633
37,6895
860,6780
2999,5494
17,7228
3975,4151
6621,8859
1552,3561
5852,7922
792,5068
3198,4154
2311,3927
233,1957
2521,2959
5812,7075
3702,4054
6749,8387
5108,6537
792,2079
1519,6917
452,4669
3527,9740
7371,9465
3765,5677
176,6368
394,809
5001,6163
4669,7178
1486,1746
36,2168
26,4839
6886,7805
1876,2241
2305,3560
2065,6593
2521,5789
1654,4256
601,3489
8281,8775
8817,8890
1134,7895
5684,6474
4672,4900
2685,3806
5068,9358
10140,10178
645,3224
4807,8157
2798,4566
2358,4148
1547,3462
4674,8859
963,4997
5563,6074
708,5467
291,5850
3526,7228
114,3269
793,1545
5637,9153
2638,3296
4436,4507
2628,7305
377,647
3812,5450
33,5705
4700,4839
1299,4669
3155,4404
2266,5256
3229,6341
2186,3690
6955,7098
6417,7196
3678,4490
6612,9077
5021,6435
2369,3289
4750,8859
3114,6558
4604,8853
6628,8270
2521,3776
2084,2142
2205,3258
2601,5910
5429,5475
1455,3858
2085,3806
2620,3561
3269,4278
5259,5851
320,9919
1798,2405
3515,5992
3841,6858
1295,9935
269,1907
7298,7305
1342,3561
965,6373
1725,9526
2628,5043
128,838
4672,5906
6126,7098
5361,8525
1722,6728
5214,8157
6829,10297
128,5466
8362,8406
4997,5553
5683,9457
4984,7311
7262,7517
80,6274
1893,2494
2049,4303
2622,4441
3407,8367
1394,1471
8471,9217
6963,7201
581,9526
3397,8043
1226,2787
1547,10140
2507,4820
446,10132
629,991
1055,1588
2825,8624
1768,2651
446,2778
1226,5873
974,1824
967,3561
1588,5231
1408,6117
1070,6141
5490,9420
4931,8924
9890,9915
3932,9592
176,8923
3608,4461
739,4942
6544,8647
6566,6686
2190,5142
176,10083
3269,3764
1031,3194
1323,10140
6357,10225
1284,2981
2555,3489
8676,9691
647,3338
6217,7997
4681,5277
82,4984
7568,9898
8888,9358
8730,8999
5051,7356
750,4360
2085,3823
4836,8302
542,4365
4201,6201
7506,8198
3883,6917
4277,5457
347,3204
4105,6721
3323,7922
5681,6946
3056,9431
3717,8728
2241,9384
725,7417
5122,5700
4250,4839
4708,7537
7992,8270
6907,6959
3535,9479
9870,9990
1665,9476
1377,1644
838,8721
3480,4669
911,1696
551,8056
6749,9961
501,1970
1136,3489
526,739
4047,5784
6101,6873
645,1553
6917,7187
766,7989
2210,4723
7444,10299
3241,3489
5241,6567
2358,3323
3681,3830
4417,4677
7373,8930
9679,9815
449,3132
7417,9123
645,4931
705,3262
56,645
4247,6646
2864,3470
757,4019
1408,8367
2928,3418
817,1681
6371,6488
4605,7373
4480,6150
2832,3520
458,9737
233,5911
2733,7228
5427,6675
6614,9481
46,501
395,6639
1534,4548
4105,9448
5039,8387
5985,8054
5679,6796
7806,8074
1443,3500
4374,6416
9550,9796
4669,4744
394,3459
9478,9997
3527,7806
7132,7356
582,9674
7251,7314
5607,8504
4779,5768
2092,2682
1572,4997
2796,8092
450,5241
867,6373
4255,5616
5632,8868
6310,6932
1971,4753
965,2521
1740,5851
965,7714
1172,2428
176,9091
1327,5019
5190,5272
123,3213
446,9625
399,6764
4217,5152
1151,7605
7399,10048
1327,1876
6558,7637
4176,9425
3339,4207
858,4433
28,5705
1009,2085
3526,4466
2358,3258
2085,6474
5163,9276
4928,5086
2327,8103
446,2111
9526,9617
5886,8175
5673,7720
446,8382
4340,9311
3276,4219
7393,9160
2763,4415
409,2072
739,8347
1705,2551
2443,4227
2748,5321
4367,7394
1307,6986
463,792
5420,10291
3056,5029
5122,5373
243,4839
1012,9919
4109,5837
1110,4549
4908,5256
1172,4219
3128,8859
449,2421
3155,4851
6317,8690
2099,3249
1303,5092
333,2521
2521,6141
5152,5976
6317,6950
2161,4490
4971,5191
757,9803
8527,10133
7281,7305
6959,8758
2633,8254
1226,5246
565,8285
1357,5912
1888,2771
3806,4971
3741,8302
7702,7998
7061,7332
5994,7305
5220,8557
5177,7132
884,2857
639,4820
747,5906
6187,7356
1986,9884
6609,6673
5376,6832
1051,4069
330,10283
773,1443
2680,2718
995,2241
2570,2663
5342,9844
353,1359
8967,9844
4383,8525
1992,2257
1970,3366
2678,3858
4421,4490
2190,4839
3086,6074
853,3262
733,6660
2716,2862
7565,8698
1009,7194
